25;0;4;5;3;0,5;5;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;3;4;3;0;0;0;1;0;0;0;0;c5
26;5;2;5;0;0,5;0;0;5;0;3,5;0;0;0;0;1;0;0;0;0;0;0;0;5;0,5;0;0;1;0;0;0;0;0;0;c6
27;5;5;5;5;2,5;5;0;1;3;3,5;0;2,5;3;4;0;3;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c7
28;5;5;5;2;1;5;1,5;5;5;4,5;0;4;4;4;5;0;0;0;0;0;0;0;3;1,5;0;0;0;0;0;0;0;0;0;c8
29;0;2;5;5;0;5;0;2;5;0;0;1,5;0;0;0;0;0;0;0;0;0;0;5;1,5;2;0;0;0;0;0;0;0;0;c9
30;0;0;5;5;0;5;0;0;0,5;0;0;3;2;0;0;0;2;0;0;0;0;0;3;0,5;0;0;0;0;0;0;0;0;0;c10
31;5;5;5;1,5;0,5;5;0;3;5;2,5;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;c1
32;0;0;0;3;0,5;0;0;0;0;0,5;3;3,5;1;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;c2
33;3;2;1;0;0,5;0;0;2;0;0,5;0;0;0;0;0;0;0;0;0;0;0;1;5;2,5;0;2;1;0;0,25;5;5;3;0;c3
34;3;2;5;2;1,5;5;0;0;0;3;3;1,5;2;0;2;0;3;0;5;0;0;5;3;2;0;0;0;0;0;5;5;5;4;c4
35;3;5;3;1;0,5;0;5;0;0;0,5;0;3;0;0;0;0;1;1;0;0;0;0;5;1;0;0;1;0;0;0;0;0;0;c5
36;5;5;5;5;0;5;0;0;3;1;0;2;0;0;0;2;2;1;2;0;0;0;5;2;0;0;0;0;0;0;0;0;0;c6
37;3;0;5;2;0;5;0;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c7
38;5;5;4;4;0,5;5;5;1;3;4;0;4;4;0;1;0;1;0;5;0;0;0;4;3,5;4;1;0;0;0;0;0;0;0;c8
39;2;4;5;4;0;5;0;0;3;0,5;0;1,5;4;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;c9
40;5;5;5;5;2;5;0;3;0;1;0;2;2;0;0;0;1;0;5;0;0;5;4;2;4;0;0;2;;4;5;5;5;c10
41;4;4;4;3;0,5;5;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3,5;2;0;0;0;0;4;2;5;5;c1
42;5;5;2;5;1;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;2;1,5;0;0;0;0;0;0;0;0;0;c2
43;4;5;5;5;3;5;1;1;0;4,5;0;0;4;5;5;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c3
44;0;3;5;5;1;5;0;1;5;0;0;0,5;0,5;0;3;2;2;1;2;0;0;0;0;1;0;0;0;0;0;5;5;2;0;c4
45;5;4;5;5;0;5;0;4;3;0,5;0;0;0;0;0;0;0;0;0;0;0;0;5;3,5;0;0;0;0;0;0;0;0;0;c5
