PSI;Mod2.C1;Chaîne d’énergie et d'information;Chaîne d’énergie et d'information;4
PCSI;Mod2.C2;Systèmes linéaires continus et invariants - Modélisation par équations différentielles;SLCI - Modélisation par équations différentielles;1
PCSI;Mod2.C3;Systèmes linéaires continus et invariants - Calcul symbolique;SLCI - Calcul symbolique;1
PCSI;Mod2.C4;Systèmes linéaires continus et invariants - Fonction de transfert, gain, ordre, classe, pôles et zéros;SLCI - Fonction de transfert, gain, ordre, classe, pôles et zéros;1
PCSI;Mod2.C6;Signaux canoniques d’entrée (impulsion, échelon, rampe, signaux sinusoïdaux);Signaux canoniques d’entrée;1
PCSI;Mod2.C7;Schéma-bloc (fonction de transfert en chaîne directe, fonction de transfert en boucle ouverte et en boucle fermée);Schéma-bloc (chaine directe, FTBO, FTBF);1
PSI;Mod2.C8;Linéarisation des systèmes non linéaires;Linéarisation des systèmes non linéaires;3
PCSI;Mod2.C9;Modèles de comportement;Modèles de comportement;1
PCSI;Mod2.C10;Solide indéformable (définition, référentiel, repère équivalence solide/référentiel degrés de liberté, vecteur- itesse angulaire de deux référentiels en mouvement l’un par rapport à l’autre);Solide indéformable ;1
PCSI;Mod2.C11;Modélisation plane;Modélisation plane;2
PCSI;Mod2.C12;Torseur cinématique;Torseur cinématique;2
PSI;Mod2.C13;Centre d'inertie;Centre d'inertie;3
PSI;Mod2.C14;Opérateur d'inertie;Opérateur d'inertie;3
PSI;Mod2.C15;Matrice d'inertie;Matrice d'inertie;3
PSI;Mod2.C16;Torseur cinétique;Torseur cinétique;3
PSI;Mod2.C17;Torseur dynamique;Torseur dynamique;3
PSI;Mod2.C18;Énergie cinétique;Énergie cinétique;3
PCSI;Mod2.C19;Actions mécaniques;Actions mécaniques;2
PCSI;Mod2.C20;Modélisation locale, actions à distance et de contact;Modélisation locale, actions à distance et de contact;2
PCSI;Mod2.C21;Modélisation globale, torseur associé;Modélisation globale, torseur associé;2
PCSI;Mod2.C22;Lois de Coulomb;Lois de Coulomb;2
PCSI;Mod2.C23;Adhérence et glissement;Adhérence et glissement;2
PCSI;Mod2.C24;Résistance au roulement et au pivotement;Résistance au roulement et au pivotement;2
PCSI;Mod2.C25;Liaisons;Liaisons;2
PCSI;Mod2.C26;Géométrie des contacts entre deux solides;Géométrie des contacts entre deux solides;2
PCSI;Mod2.C27;Définition du contact ponctuel entre deux solides : roulement, pivotement, glissement, condition cinématique de maintien du contact;Définition du contact ponctuel entre deux solides;2
PCSI;Mod2.C28;Définition d’une liaison;Définition d’une liaison;2
PCSI;Mod2.C29;Liaisons normalisées entre solides, caractéristiques géométriques et repères d’expression privilégiés;Liaisons normalisées entre solides, caractéristiques géométriques et repères d’expression privilégiés;2
PCSI;Mod2.C30;Torseur cinématique des liaisons normalisées;Torseur cinématique des liaisons normalisées;2
PCSI;Mod2.C31;Torseur des actions mécaniques transmissibles dans les liaisons normalisées;Torseur des actions mécaniques transmissibles dans les liaisons normalisées;2
PCSI;Mod2.C32;Associations de liaisons en série et en parallèle;Associations de liaisons en série et en parallèle;2
PCSI;Mod2.C33;Liaisons cinématiquement équivalentes;Liaisons cinématiquement équivalentes;2
PSI;Mod2.C34;Chaînes de solides;Chaînes de solides;4
PSI;Mod2.C35;Degré de mobilité du modèle;Degré de mobilité du modèle;4
PSI;Mod2.C36;Degré d’hyperstatisme du modèle;Degré d’hyperstatisme du modèle;4
PCSI;Mod2.C37;Systèmes logiques;Systèmes logiques;2
PCSI;Mod2.C38;Codage de l’information;Codage de l’information;2
PCSI;Mod2.C39;Binaire naturel, binaire réfléchi;Binaire naturel, binaire réfléchi;2
PCSI;Mod2.C40;Représentation hexadécimale;Représentation hexadécimale;2
PCSI;Mod2.C41;Table de vérité;Table de vérité;2
PCSI;Mod2.C42;Opérateurs logiques fondamentaux (ET, OU, NON);Opérateurs logiques fondamentaux (ET, OU, NON);2
PCSI;Mod2.C43;Systèmes à événements discrets;Systèmes à événements discrets;2
PCSI;Mod2.C44;Chronogramme;Chronogramme;2
PCSI;Mod2.C45;Structures algorithmiques : variables, boucles, conditions, transitions conditionnelles;Structures algorithmiques;2
PSI;Mod3.C1;Point de fonctionnement et non-linéarités (hystérésis, saturation, seuil);Point de fonctionnement et non-linéarités;3
PSI;Mod3.C2;Pôles dominants et réduction de l’ordre du modèle : principe,  justification;Pôles dominants et réduction de l’ordre du modèle : principe,  justification;3
PSI;Mod3.C3;Grandeurs influentes d’un modèle;Grandeurs influentes d’un modèle;4
PSI;Mod3.C4;Grandeurs influentes d’un modèle;Grandeurs influentes d’un modèle;4
PSI;Res1.C1;Chaînes de solides;Chaînes de solides;3
PSI;Res1.C2;Principe fondamental de la dynamique;Principe fondamental de la dynamique;3
PSI;Res1.C3;Théorème de l’énergie cinétique;Théorème de l’énergie cinétique;3
PSI;Res1.C4;Correction;Correction;3
PCSI;Res2.C1;Réponses temporelle et fréquentielle :;Réponses temporelle et fréquentielle :;1
PCSI;Res2.C2;Systèmes du 1er et du 2e ordre;Systèmes du 1er et du 2e ordre;1
PCSI;Res2.C3;Intégrateur;Intégrateur;1
PSI;Res2.C4;Stabilité des SLCI : définition entrée bornée - sortie bornée (EB-SB);Stabilité des SLCI : définition entrée bornée - sortie bornée (EB-SB);3
PSI;Res2.C5;Stabilité des SLCI :équation caractéristique;Stabilité des SLCI :équation caractéristique;3
PSI;Res2.C6;Stabilité des SLCI : position des pôles dans le plan complexe;Stabilité des SLCI : position des pôles dans le plan complexe;3
PSI;Res2.C7;Stabilité des SLCI : marges de stabilité (de gain et de phase);Stabilité des SLCI : marges de stabilité (de gain et de phase);3
PCSI;Res2.C8;Rapidité des SLCI : Temps de réponse à 5 %;Rapidité des SLCI : Temps de réponse à 5 %;1
PCSI;Res2.C9;Rapidité des SLCI : Bande passante;Rapidité des SLCI : Bande passante;1
PSI;Res2.C10;Précision des SLCI : erreur en régime permanent;Précision des SLCI : erreur en régime permanent;3
PSI;Res2.C11;Précision des SLCI : influence de la classe de la fonction de transfert en boucle ouverte;Précision des SLCI : influence de la classe de la fonction de transfert en boucle ouverte;3
PCSI;Res2.C12;Loi entrée – sortie géométrique;Loi entrée – sortie géométrique;2
PCSI;Res2.C13;Dérivée temporelle d’un vecteur par rapport à un référentiel;Dérivée temporelle d’un vecteur par rapport à un référentiel;2
PCSI;Res2.C14;Relation entre les dérivées temporelles d’un vecteur par rapport à deux référentiels distincts;Relation entre les dérivées temporelles d’un vecteur par rapport à deux référentiels distincts;2
PCSI;Res2.C15;Loi entrée – sortie cinématique;Loi entrée – sortie cinématique;2
PCSI;Res2.C16;Composition des vitesses angulaires;Composition des vitesses angulaires;2
PCSI;Res2.C17;Composition des vitesses;Composition des vitesses;2
PCSI;Res2.C18;Principe fondamental de la statique;Principe fondamental de la statique;2
PCSI;Res2.C19;Équilibre d’un solide, d’un ensemble de solides;Équilibre d’un solide, d’un ensemble de solides;2
PCSI;Res2.C20;Théorème des actions réciproques;Théorème des actions réciproques;2
PCSI;Res2.C21;Modèles avec frottement : arcboutement;Modèles avec frottement : arcboutement;2
PSI;Res2.C22;Principe fondamental de la dynamique;Principe fondamental de la dynamique;3
PSI;Res2.C23;Conditions d’équilibrage statique et dynamique;Conditions d’équilibrage statique et dynamique;3
PSI;Res2.C24;Inertie équivalente;Inertie équivalente;4
PSI;Res2.C25;Théorème de l’énergie cinétique ou théorème de l’énergie/puissance;Théorème de l’énergie cinétique ou théorème de l’énergie/puissance;4
PCSI;Res3.C1;Paramètres de résolution numérique : durée de calcul, pas de calcul;Paramètres de résolution numérique;2
PCSI;Res3.C2;Grandeurs simulées;Grandeurs simulées;2
PSI;Res3.C3;Variabilité des paramètres du modèle de simulation;Variabilité des paramètres du modèle de simulation;4
